date,invoice_no,product_ids,amount,customer_id
2023-11-07,1957,"456517,1089725,1067696,733004",3071.0,57848
2024-06-10,1958,"479333,404030,594262,587556,247079",5490.4,50264
2023-10-10,1959,"22248,792897,719067,852547,964617",11471.0,4173
2024-09-04,1960,"1054616,740028,17295,334714",4572.0,22017
2024-04-15,1961,"1036306,68690,890797",1265.0,61912
2024-06-15,1962,"671137,964272,461371",3300.0,62840
2025-03-29,1963,"456325,651338",12898.0,31947
2025-06-29,1964,948444,699.0,40503
2025-07-31,1965,"334287,47105,248887,256848",3021.0,21731
2025-03-02,1966,"771107,934379,1099554,1053594,380457",6641.5,49809
2024-07-23,1967,"901548,347955,350759,1076303,919095",3096.0,31705
2024-05-13,1968,"960454,142708,333310,872648,741727",7187.0,26466
2024-05-22,1969,255738,1434.0,16938
2023-08-05,1970,"250738,765911,516555,59564,988763",3736.0,82720
2023-12-17,1971,314707,770.0,74233
2024-07-23,1972,"538968,394799,1057001,52317,371717",2457.0,78647
2024-06-19,1973,"984152,792285",2698.0,1465
2024-08-28,1974,"352755,928154,843605",2231.0,35791
2023-09-02,1975,"703899,175993,877395",1509.0,16586
2023-09-06,1976,"733339,821805,811901,112201,625469",5694.0,16615
2024-11-26,1977,883729,159.0,54634
2024-07-18,1978,"1021167,412043,638981,422397,500498",25953.68,13720
2024-01-12,1979,"785441,1089655,486393,7935",27500.02,95378
2023-09-06,1980,"730012,51971,14959",2823.0,67977
2024-05-26,1981,"733486,218950,336045,1028243,358583",12223.0,41633
2024-04-06,1982,640812,11486.0,49748
2023-10-04,1983,"828850,429150,1073385,228883,194232",12834.0,95143
2024-07-15,1984,"986581,464542,671324,42130,220846",9479.0,5986
2024-11-24,1985,"349452,539213",2150.0,74552
2024-08-19,1986,"222258,343579",600.0,7281
2025-05-06,1987,"473033,1082138,37574,587881",6447.0,6716
2024-08-13,1988,"624907,70478",16549.0,39735
2023-10-25,1989,"538202,712507,239118,265612,149708",38757.0,89487
2023-09-20,1990,"504749,975571",3098.0,24274
2023-10-21,1991,"709794,979747,279944,614284",5012.0,18210
2025-07-17,1992,"179683,603795,672563,136661,1024484",16016.76,22650
2025-01-29,1993,1096847,479.0,49385
2025-03-20,1994,"233094,399787",23924.0,15632
2024-05-15,1995,"540264,1053455,843114,278519",22053.0,85021
2024-06-29,1996,"1024805,484269,521083",26195.75,73602
2024-03-04,1997,1022659,40594.94,26606
2025-02-24,1998,"313540,227977,71070",22569.0,67712
2025-01-08,1999,162204,666.0,53406
2025-06-28,2000,"93655,793185,602848,993619,369687",6976.62,5893
2025-06-26,2001,"123097,109327",1705.0,17512
2024-07-21,2002,1043303,499.0,63698
2025-01-22,2003,"60992,200544,152431,844191,57654",1925.0,9219
2023-11-18,2004,"1072783,378448",598.0,70674
2025-03-23,2005,"564622,68738,113400,394959",3396.0,36703
2025-02-14,2006,"233215,673117",12418.0,94773
2023-09-07,2007,"753064,228489,406324",49728.0,96778
2023-09-19,2008,"1051783,353696",18532.0,52883
2024-08-03,2009,"40409,414583,10833,242294,263887",25624.0,12853
2023-09-03,2010,"971318,345388,407922,523281",2893.0,9453
2024-08-19,2011,"896486,357045",848.0,36949
2023-10-10,2012,"400298,839653,762157,183962,377432",24120.0,35714
2023-08-06,2013,"320359,59723,1056807,11243",25576.0,28356
2023-08-08,2014,"336205,659693,1021425,241470",61489.0,30684
2025-05-30,2015,"767142,375702,466292,336711,645878",3752.0,62416
2023-09-29,2016,"799479,710611",748.0,20919
2025-01-02,2017,"504384,663649,61234",1327.0,15110
2024-12-24,2018,"340609,1073805",1117.0,99956
2024-01-11,2019,"301627,455826",1178.0,33686
2023-08-12,2020,1058611,3948.0,13043
2025-01-23,2021,"614693,53453,469879,652862",5693.0,24961
2023-11-17,2022,165517,649.0,13298
2025-02-07,2023,"497939,732542,427441,214365,577745",50542.94,72403
2024-05-07,2024,"373821,147219,193947,950013,263503",16378.0,28787
2023-08-15,2025,"816917,923712,874100,557088",2740.0,58652
2024-07-20,2026,"792911,10963",2074.0,21276
2024-02-21,2027,347797,544.0,83921
2025-02-25,2028,"872865,511057,940091,937362",2133.0,29830
2024-10-12,2029,"370099,97423",4724.0,13391
2023-09-29,2030,"540236,984453,350010,272813",3686.0,19825
2024-11-13,2031,"1003568,85689",1638.0,11488
2024-07-16,2032,"401841,684320",1995.0,84879
2024-07-12,2033,907496,408.0,350
2025-04-22,2034,"1051608,55218",1169.0,36505
2024-05-23,2035,285158,239.0,65915
2023-12-03,2036,"1081812,886336,854009,864625",2202.0,73564
2025-02-17,2037,"468220,743731,346630",4639.0,17113
2024-05-15,2038,"29179,862854,563337,438249,1044977",51553.0,85213
2023-11-10,2039,392320,1340.0,33109
2024-02-21,2040,"8136,106702,756680",33109.0,48782
2023-12-20,2041,996995,999.0,91621
2024-03-21,2042,"33405,1097527,163661,790898,1055370",3161.0,73800
2025-04-01,2043,"253310,689946,1074255",1832.0,70918
2025-01-31,2044,"482212,973298,160540",3494.0,92615
2025-01-12,2045,811389,245.1,6440
2025-07-04,2046,133205,259.0,35173
2025-01-04,2047,88913,219.0,40771
2025-02-28,2048,"368051,211793,243650,247419",5796.0,62409
2024-03-29,2049,"1082815,828357,227731,448937,145120",24115.0,42216
2025-07-15,2050,796131,55990.0,68410
2025-02-11,2051,"1069494,857301",1709.0,38979
2025-07-02,2052,"537867,954548",844.0,94330
2024-12-13,2053,"551733,783368,100301,347437",2954.0,75391
2023-09-15,2054,1050434,22999.0,58529
2024-06-04,2055,"1097258,1079029",1198.0,32551
2023-10-08,2056,"1564,756828",22114.0,96680
2024-04-02,2057,"987670,35653,349262",1447.0,3507
2024-06-13,2058,"651846,904910,1028851,22118,251830",6010.0,52008
2024-06-18,2059,"689638,545251,875476,987068",2097.0,61865
2024-01-21,2060,"745490,757149,1060149,819995,98246",14912.0,39754
2025-07-29,2061,"561875,93599,1007540,70653",10219.0,64896
2025-05-25,2062,"321712,212270,729432",4343.0,70977
2023-12-15,2063,"1024743,243845",22034.84,7795
2025-04-26,2064,"878534,665190,773227",1147.0,29043
2024-01-11,2065,"830973,918185,415673",3605.0,18936
2024-01-12,2066,"91925,268765,1076783,513366",1504.0,14706
2023-09-17,2067,"128125,867197,640574,157616,424399",6087.0,31191
2024-04-25,2068,"492244,260370,1008372",1628.0,40683
2024-06-05,2069,"951683,982237,462651",15756.0,68062
2024-10-21,2070,"884566,271847,556494,829106,657606",8758.0,96814
2024-01-13,2071,"339715,1080176,382461,381190",7467.0,25052
2025-07-13,2072,"813520,991146,846909,13851,666641",91149.0,86806
2025-01-20,2073,"93417,928575,732836,313229,730980",7085.0,93923
2025-06-18,2074,"60699,123640,335925",3491.0,31985
2024-09-12,2075,"753432,830550,978461,191492,115531",14479.0,17945
2024-05-09,2076,"322826,735203",5148.0,75786
2025-07-03,2077,"496049,189747,660434,188471,318495",3756.0,11942
2024-04-16,2078,"632820,273671,1055429",1186.0,30310
2024-01-15,2079,"324547,518171",3292.0,74815
2023-08-29,2080,909056,149.0,3526
2024-12-09,2081,"987419,309136,754455",17799.0,48520
2024-02-23,2082,"1061907,783241",4984.0,39808
2024-12-17,2083,"257590,155379,492831,730484,713180",5102.46,22441
2024-02-16,2084,389410,249.0,14909
2024-05-24,2085,424119,878.0,40614
2024-06-09,2086,1000037,683.0,40516
2025-02-04,2087,"787557,1035120,728908",3837.0,37492
2024-01-22,2088,"900002,142983",1094.0,35665
2024-07-03,2089,"95066,94794",948.0,17361
2024-08-24,2090,699201,549.0,48907
2024-08-22,2091,"424613,567021,369736,1001863,50046",4411.0,41466
2025-06-03,2092,"640249,537904,205004,816298",12180.5,34416
2024-10-11,2093,"638719,338720,414964",3774.0,52152
2025-06-09,2094,"718403,413321,971445",1569.0,7459
2024-06-01,2095,"825440,509646,922959",10263.0,75854
2023-08-21,2096,"170696,896967",20194.0,5748
2025-06-01,2097,"695728,388902,247972,415889",2737.0,2493
2023-08-25,2098,"365576,727401,494645,593321,115857",7746.0,74575
2024-07-04,2099,"576516,657241,756638,935412,381424",44082.0,20997
2024-12-30,2100,"641662,895185,318278,382556,1081703",3117.0,10941
2023-08-12,2101,630754,349.0,71377
2025-07-28,2102,"1036557,234999",22088.59,12359
2024-04-28,2103,"183849,791868,939834,81040",2323.05,27844
2025-06-14,2104,"389594,275405,932051,961438,1024155",45636.77,31001
2024-11-19,2105,"168117,492683,237621,317848",24688.0,14615
2024-11-06,2106,"460554,578476,604649,439446,397668",3147.0,30826
2024-04-15,2107,"210189,230231,429030,816436",26619.0,47305
2024-11-05,2108,"156820,128439,78262",1922.0,94617
2025-03-04,2109,"592105,547693,719478,948045,995349",9787.0,22009
2023-11-04,2110,"817215,237468,375012",49146.0,16329
2024-11-13,2111,"1082005,869914",1688.0,75148
2023-08-15,2112,"775919,989894",753.0,53772
2024-12-29,2113,"797201,795840,342315,785573",3857.0,74957
2024-07-31,2114,"328907,766868,761182,837812,623578",99962.0,20447
2024-01-10,2115,683642,469.0,80785
2025-04-13,2116,"707641,233430,204472,274916,691406",16002.0,18115
2024-05-18,2117,"481942,388388,599843",5279.0,30436
2023-11-07,2118,"575861,121762,938545,811254",7117.0,12725
2025-08-04,2119,"509849,182487,135602,445940",1387.0,18453
2024-04-30,2120,"714179,167869,136979,1026112,782495",30291.4,82170
2024-08-14,2121,"297652,225239",15233.0,2739
2024-01-03,2122,"504063,704772",1199.0,41514
2025-03-20,2123,1091613,772.0,42878
2024-07-03,2124,"401703,639743,503234,500487,460271",47566.44,55420
2024-03-18,2125,"67300,889045,919490,6891,54610",2819.0,97999
2023-12-07,2126,"600520,363300,780341,34247",2165.0,23219
2024-10-01,2127,"10273,119351,142134,713406,663293",9379.0,25564
2024-06-18,2128,"865839,118106,833069,616022",2022.0,62557
2024-01-06,2129,296,42000.0,42021
2025-05-01,2130,"952836,973907,744333",2547.0,60000
2023-09-07,2131,"300518,523243",998.0,14538
2024-06-28,2132,"501415,32185,428410,173381",30822.76,2459
2023-08-24,2133,"732378,254016,764333,112926",31888.0,93460
2025-02-10,2134,"540876,823793,664189",3223.0,5451
2024-01-27,2135,"740180,654403,672886",1942.0,14617
2025-05-11,2136,388165,329.0,69106
2023-08-27,2137,"621710,579279",2607.0,66809
2025-02-24,2138,"965476,53322,647476,449990",9801.0,27956
2024-03-29,2139,"6874,620928,622646,609868",4857.0,45596
2024-02-07,2140,"768375,805293",1235.0,6079
2025-04-17,2141,745271,1645.0,7052
2025-04-14,2142,499817,9072.89,8002
2024-10-02,2143,"857969,170266,874938",3387.0,58592
2024-01-14,2144,"285204,1024399,422855",6123.0,38469
2024-12-09,2145,669634,997.0,26391
2023-12-22,2146,"477891,1005739,691675",2307.0,29228
2024-12-10,2147,"261829,329163,952226,207693",16143.0,76566
2024-10-25,2148,201214,599.0,12247
2025-07-30,2149,"559862,557433",768.0,61495
2024-07-18,2150,"542002,799554,623197,998071,850800",25756.0,85195
2025-02-08,2151,"807565,596359,523077,840150,231997",26479.0,73815
2025-05-29,2152,27180,400.0,13726
2025-03-26,2153,476820,999.0,39992
2025-04-21,2154,"790800,132129,704874,718395",8296.0,36893
2024-11-30,2155,"653454,279731,157229,87007,15694",4564.0,3149
2025-05-08,2156,55763,3099.0,43782
2024-05-19,2157,"750108,438221,114793,362200,546577",61650.0,59395
2024-02-22,2158,"684820,415309,1036231",1947.0,13161
2024-09-23,2159,"514274,633705,422482,435324",3737.11,53192
2024-02-29,2160,"772956,829541,641402",3515.0,85990
2025-04-25,2161,"1048059,1048831,282794,600686,9499",25166.0,8118
2024-08-28,2162,"528915,331288,1041594,298533",1794.0,10881
2025-03-26,2163,"467312,758624,541390,1102414,726237",40924.0,58093
2023-10-30,2164,"567091,339028,755026,674693",22925.0,25416
2023-08-08,2165,"189513,615866",1687.0,33449
2025-05-17,2166,"104999,353964,138749,47146,2975",27315.0,73992
2024-01-27,2167,517217,439.0,34091
2023-08-20,2168,"189507,298022,231282",11562.0,2539
2025-02-12,2169,"449566,487240,412517,1098724,584963",3179.0,11805
2025-05-23,2170,"509767,327259,610921,987847,350217",4008.69,81444
2023-08-15,2171,"941050,346608",5049.0,58373
2023-11-23,2172,711361,498.0,26296
2024-10-15,2173,"761221,1029539,437629",62412.0,32211
2025-06-18,2174,"1060498,841864,270883",3842.0,66355
2025-03-17,2175,"228757,700771",31876.0,47431
2024-12-21,2176,"302981,90995,642095",3198.0,13038
2023-12-06,2177,"480991,1023929,1055761",15740.76,20225
2023-08-18,2178,"664058,1098974,1029448,865837",4292.0,47667
2025-03-09,2179,405325,999.0,38947
2024-06-17,2180,1058188,359.0,77185
2023-08-14,2181,"628715,589907",2453.0,74543
2024-11-01,2182,"259746,156888,339342,469859",7797.0,78988
2024-05-16,2183,"33529,475183,998084",21818.0,98097
2025-04-26,2184,"341382,1026524,186472",2805.0,65429
2023-11-30,2185,"861957,887267,767253,942888",5218.0,69773
2024-04-27,2186,"375093,885664,291608",2227.1,61319
2024-03-25,2187,"751283,86786,965795",26612.0,71057
2023-10-16,2188,"1097516,618136",1598.0,87963
2024-05-16,2189,"1070664,242664,706437,137431",34202.0,87027
2024-11-09,2190,"84299,516330,96808,430399,956803",3483.0,71254
2023-10-23,2191,"1030448,690341,94674,439672",6159.0,46519
2024-10-06,2192,"514587,510475,645274,399425",2315.0,19708
2024-06-27,2193,"523810,644279,1308,1056659",4954.0,79685
2024-07-01,2194,768748,1073.0,31052
2025-01-09,2195,"778732,222002,22873,539265,584749",4916.0,42911
2023-12-19,2196,347852,199.0,64981
2025-04-28,2197,"888328,1005721,943126,773234,650231",5192.0,81194
2024-04-01,2198,"844388,661266",3019.0,73419
2024-09-10,2199,"188287,642300,221148,824048",3450.0,1023
2024-04-03,2200,"797596,900001,693956,980012",7416.0,11102
2023-12-07,2201,699015,299.0,7169
2024-08-24,2202,"176866,551954,409711,464257,295474",6351.52,86330
2025-04-10,2203,"107270,901204,1037847,804061,95259",2661.0,51181
2024-12-06,2204,848875,1899.0,89742
2025-02-14,2205,138484,599.0,94106
2025-05-09,2206,"19667,274741,930425,864218,911786",11141.0,78694
2024-08-05,2207,982951,495.0,72665
2025-03-10,2208,"640418,566122,493346",2047.0,39717
2024-09-11,2209,"294139,103876",5373.0,93955
2024-03-04,2210,"707564,689696,846550,683707",4846.0,89758
2023-11-01,2211,"502108,355047,937305,389030,659598",19860.25,65557
2023-09-05,2212,"264574,317830,110569",1697.0,99143
2025-01-11,2213,690370,1099.0,19158
2024-07-30,2214,1006198,1801.0,48084
2023-12-30,2215,"781781,218412,280704,272089",1725.0,96234
2023-09-01,2216,"419944,537177",1874.24,99092
2025-03-24,2217,"785276,16195,452293,1015607",9446.0,92066
2024-06-22,2218,"512797,358260,370491",1497.05,43734
2025-02-24,2219,"173711,468013",12106.0,82835
2024-08-31,2220,"1020064,631976,582716",3634.0,93447
2025-08-04,2221,1093750,367.0,70505
2025-01-23,2222,"510544,1085955,175567,523250,805246",3305.0,52973
2023-08-15,2223,"608087,1045551",1268.0,43113
2024-11-05,2224,142642,1763.0,91493
2025-06-25,2225,997415,999.0,69433
2024-04-19,2226,"672061,945507",1188.0,2489
2025-02-02,2227,"708383,278562",3199.0,21351
2025-04-29,2228,"503783,1022108,442394",15497.0,59661
2024-01-25,2229,"544506,589569,34979",9939.0,96453
2024-02-23,2230,"713366,736103",2040.0,49599
2025-05-21,2231,"273118,984680,27434,546533,90354",17830.0,27553
2024-03-30,2232,376676,949.0,13832
2025-07-16,2233,"602854,360732,224197,829327,19391",23636.0,76108
2023-10-03,2234,"34859,367454",3259.0,54661
2024-01-03,2235,"516535,148398,976292,629735,525185",3006.0,97351
2025-07-02,2236,"935145,534652",6259.0,50301
2024-02-20,2237,"600661,913675",1419.0,91985
2025-03-05,2238,"165459,198124",1134.0,83008
2023-11-17,2239,"164002,799171,740544,353183,1089882",4717.0,78026
2025-01-02,2240,"716592,93540,179149,1077865",1857.0,14260
2024-12-25,2241,"390385,966440,303255,830127",1374.0,69142
2025-02-06,2242,"652221,457967",5528.0,78602
2024-06-27,2243,"716038,65650,1097198",2296.0,10728
2023-12-11,2244,705607,5126.0,89999
2024-07-14,2245,"134491,6001,563962,759262,1098913",29870.0,20641
2024-10-01,2246,579130,599.0,19778
2025-01-22,2247,842679,318.0,87112
2024-09-30,2248,"845735,658013",858.0,36546
2025-02-16,2249,308656,215.0,51286
2024-03-20,2250,1015832,989.0,62475
2024-03-12,2251,340951,369.0,77720
2023-09-26,2252,"1084501,281814",2710.0,63418
2023-09-05,2253,803146,1413.39,8532
2024-03-26,2254,1035165,1599.0,48840
2025-03-26,2255,"42403,630748",8857.0,26027
2024-06-02,2256,858924,2549.0,47942
2025-07-17,2257,"456319,446410",1387.0,61812
2024-03-09,2258,"738125,1420,373777",5478.0,79070
2025-03-05,2259,"80602,1082243,89445,454506",1730.0,85080
2025-05-05,2260,"22410,532422,1010187,694128",2006.0,26972
2024-01-08,2261,"891440,303184,823177,138611,470341",4017.0,11810
2025-06-01,2262,"732539,908484",4021.0,45555
2023-11-24,2263,"196643,1091980,941825,295573,395154",2437.2,72134
2024-06-03,2264,"617309,796045,440479,1053362",11194.0,72620
2025-06-26,2265,"74753,1073420",14220.0,13143
2024-09-08,2266,"229455,982133,904326,75359,563415",31992.0,34427
2023-11-10,2267,"625062,998603,546386,485205,902297",3562.0,89516
2024-06-16,2268,"528654,291388,222252",7390.0,81198
2024-09-23,2269,"651955,472660,114407,843487",5544.0,99537
2023-08-18,2270,"776253,295704,331371,155991",2568.0,35247
2023-10-28,2271,"678400,1078673,486582",2467.0,87761
2024-03-05,2272,"1062183,169503,514047,33691",15082.0,47153
2025-06-27,2273,"792398,411035,133392",3589.0,81127
2025-06-19,2274,"688353,316209",1177.0,2758
2023-09-29,2275,"568842,714236,256167,902665,681467",6046.0,77419
2024-01-18,2276,"1041533,373364,942639,775136",2373.0,49106
2024-03-18,2277,"784207,789143,667654",2052.0,17598
2023-10-03,2278,"1056839,957746",1148.0,59148
2023-12-06,2279,"455904,705891",924.0,4161
2025-04-18,2280,"786146,465330",2015.0,63482
2025-07-18,2281,"315153,450933,762489",17217.0,39606
2023-09-05,2282,959402,1499.0,10461
2024-02-02,2283,"24330,817648,1056020",1061.0,53321
2024-03-14,2284,393510,939.06,30423
2025-06-06,2285,"756220,251549,313001",12925.0,54409
2024-12-02,2286,"672602,551337,244042,736699",4484.19,34749
2025-06-27,2287,623789,149.0,41696
2025-06-19,2288,71437,699.0,10327
2024-08-27,2289,"747317,244594,13232",24322.0,46677
2024-05-13,2290,"733156,951280,6031,577044",9927.0,44082
2024-04-04,2291,114155,1996.0,19614
2023-12-26,2292,867784,470.0,81863
2024-04-28,2293,"251852,1066916",1401.0,80662
2025-03-16,2294,"872441,136418,553796,821386",14815.0,30554
2024-01-22,2295,"418762,374787,546078,1083439",5714.0,75416
2025-01-17,2296,"610649,756338,294941,867747,52254",8776.0,24649
2024-09-18,2297,"7482,887566,1043376,278568",4603.0,16619
2024-09-09,2298,"119533,12253,944807",2167.0,3363
2023-11-24,2299,"21850,326620,976420,39751,942658",6057.0,83660
2025-07-22,2300,802502,3670.0,70838
2024-11-16,2301,"840500,1030312,191567,837793,842764",2215.0,76546
2025-01-19,2302,"601678,952920,185595",2845.0,1539
2025-07-30,2303,1052096,1499.0,66022
2023-10-08,2304,"569494,680105,253756,535319,623008",6111.0,43498
2025-06-24,2305,"342027,428895,1072899",36687.0,57380
2025-01-01,2306,"101164,371800,17675,797211",2908.38,58123
2024-08-10,2307,"582750,1072045,987692,225657",14004.0,89243
2023-12-15,2308,"169050,1094981,1081957,1026306,142399",28702.35,28004
2025-01-11,2309,"110312,868995,196544,364841",1929.0,12045
2024-07-26,2310,"268606,54578,385678,363914",3731.0,21848
2025-02-14,2311,"191051,845819,293085,448971",2827.82,26864
2025-01-31,2312,761812,6300.0,70567
2025-04-04,2313,203000,369.0,45684
2024-04-19,2314,"723067,287577,212216,228198,420872",27300.0,6575
2024-07-14,2315,"467443,322720",1048.0,66072
2023-08-10,2316,"127598,468977",1398.0,49291
2024-10-09,2317,"192581,164865",1747.0,54070
2024-10-08,2318,"885116,721981,360674",3286.0,69842
2023-08-09,2319,"407303,188211",1057.0,49653
2024-03-25,2320,"437557,118727,291347,858012",16791.0,83024
2024-07-30,2321,"934937,926323,334160,473669",3407.0,77083
2024-08-15,2322,"496136,108365,1049558,85343",4147.01,26793
2024-10-24,2323,"439240,185310,83840",3243.0,42089
2023-08-24,2324,"261662,849243,1066089",4838.0,27421
2025-06-12,2325,"283575,502001,13888,878248,997313",5483.0,27936
2025-04-20,2326,573770,983.0,56934
2023-10-09,2327,777273,299.0,94619
2024-08-13,2328,865043,1179.0,97837
2025-07-26,2329,700056,269.0,51227
2023-12-13,2330,"680387,537476,26161,132769,855155",29487.0,92494
2025-06-24,2331,"514495,620198",7008.0,78912
2025-06-23,2332,"616522,247297,253774",4964.0,66358
2024-02-10,2333,"224479,1011760,1006412,11857,337231",36260.0,71424
2024-06-25,2334,"575138,852662,343489,734765",3076.0,15356
2025-03-29,2335,150536,399.0,64813
2024-05-25,2336,"1014817,804272",4389.0,36453
2024-08-02,2337,"853779,229030",19681.0,35882
2023-08-29,2338,"503939,808410",598.0,13816
2024-11-15,2339,312545,266.0,55762
2024-08-01,2340,"367404,752363,134562",17246.0,23416
2024-03-30,2341,"841717,308160",688.0,49372
2024-02-17,2342,"840197,565543,1015330,200847",3150.0,85918
2024-03-20,2343,"973086,1058583,318687,269649,156567",2385.0,65768
2023-09-27,2344,"677167,23737",438.0,28603
2025-01-24,2345,"1044836,153010",1097.0,5730
2025-02-09,2346,"509766,1014206,840962",2908.0,49491
2024-04-20,2347,931626,199.0,36979
2025-02-28,2348,589757,1379.0,49153
2024-11-16,2349,"402444,1090328,1020133",4025.0,76711
2025-08-03,2350,"577633,444993",537.0,7821
2025-07-10,2351,"112326,279609,206511",2546.0,53753
2023-10-10,2352,"105774,541306,478255,866781",3166.0,54447
2024-11-05,2353,"275753,699142,802695",2168.53,951
2023-11-02,2354,54846,1839.0,53640
2023-10-13,2355,"976317,131101,622156,780969",7629.0,66382
2025-04-07,2356,114027,369.0,84365
2025-04-12,2357,74281,249.0,48648
2024-10-31,2358,"805856,669490,88433,169470,262319",5335.0,25408
2024-10-07,2359,"599552,579139,888362,430528,1034688",2738.0,12490
2024-12-13,2360,"179549,146033",3098.0,1675
2024-09-07,2361,926896,949.0,5640
2024-05-07,2362,"1067518,30347,1073965,168300",4692.0,62006
2025-02-15,2363,"416109,609046",664.0,85693
2024-12-17,2364,454339,450.0,44221
2023-08-14,2365,812982,399.0,96790
2025-01-26,2366,307636,513.0,95827
2023-09-21,2367,"668259,962092",7090.0,3801
2025-01-17,2368,"586402,1054507,310883,33505",2607.0,12625
2024-12-17,2369,"59654,383482",1048.0,83662
2024-09-27,2370,"661573,141613,976261,746826,542746",51266.0,67475
2024-02-08,2371,"952136,102767,494387",3447.0,88899
2024-05-20,2372,6008,1999.0,44542
2023-09-19,2373,"582381,199024,1044654,118931,982256",2205.0,17395
2024-10-10,2374,"1035211,690918,976928",2427.0,92472
2024-11-15,2375,"356724,1073855,114760,280734,20475",29045.0,73972
2024-03-29,2376,832968,792.0,39248
2024-04-04,2377,"1028308,584088",9033.0,62192
2024-11-08,2378,"657501,854271,409600,472453,767113",18665.0,32417
2025-03-12,2379,"886570,751926",40647.0,86313
2024-07-16,2380,"889596,317694,52245",2990.0,32173
2024-09-14,2381,"892225,528175",7495.0,30472
2024-09-04,2382,663743,1081.0,58519
2025-07-30,2383,"931256,312262",448.0,66295
2025-02-12,2384,"12421,257970,105181,441618,271495",5702.0,35092
2024-12-12,2385,460756,2297.0,80642
2024-10-01,2386,"417065,945332,107244",2027.0,53841
2023-11-10,2387,"852565,508355,414574,520419,1060789",6157.1,95116
2023-12-05,2388,"854232,415589,714346,137486,342814",3609.0,27226
2024-02-20,2389,"650133,960513,1030267",16138.8,55539
2025-06-13,2390,"90411,924105,117318",3658.0,82466
2025-06-08,2391,628503,1399.0,3584
2023-08-27,2392,"937789,577621,487715",3713.0,52980
2025-02-17,2393,"50780,96735,423288,456193,77144",1862.0,86888
2024-02-03,2394,"848001,494715,209989,607024,327342",7038.0,56099
2025-06-14,2395,"327950,130205,217587",2627.0,46134
2023-10-27,2396,"590523,901715",2316.0,95605
2024-11-01,2397,"438885,174750",2098.0,50359
2024-08-15,2398,916634,499.0,9744
2024-11-09,2399,"1028576,893805,258418,941482",6712.0,9110
2024-02-15,2400,"365646,248077,115189,262089,1008203",3075.0,57136
2024-09-27,2401,"577163,891563,543805,596543",5292.0,4830
2024-03-21,2402,"127617,107976,540997,405470,650035",11503.68,81370
2024-12-02,2403,"959337,725846,178166,337846,256719",29990.67,77524
2024-08-30,2404,"616686,916195,1084574,684535",1712.0,17567
2024-08-07,2405,1019249,3899.0,69927
2025-02-21,2406,"649901,629460",3525.0,49398
2024-02-29,2407,"289484,200426,49969,114203",4780.0,69891
2025-05-20,2408,"620937,1028084,653773",3462.0,90131
2024-02-04,2409,"748060,210407,333608",12868.0,99709
2025-03-17,2410,470063,662.0,84358
2024-07-14,2411,944239,293.0,44097
2025-01-27,2412,"558576,1061668",1983.0,67977
2025-05-12,2413,"287408,85515",1977.0,42301
2025-03-25,2414,318358,610.0,77909
2024-04-14,2415,"86970,608691,809798",923.0,85098
2024-04-23,2416,"694213,28149,516436,287311,582183",2354.0,46067
2023-08-10,2417,"312190,1020508,1055355,200195",10366.3,29638
2024-03-31,2418,"557698,862700",622.0,69573
2025-04-24,2419,"360488,70822,522105,50226",1283.0,80705
2024-05-10,2420,"558593,865313",558.0,85712
2024-11-04,2421,"129312,110950",1389.0,28892
2024-06-28,2422,"638256,753647,464743,849464",13165.0,80209
2023-08-24,2423,"332604,464613,788333,618199",4012.0,85866
2023-08-09,2424,824097,399.0,31439
2025-02-21,2425,"431238,646462,716949,804708,959061",5258.0,25662
2025-02-04,2426,"430584,956831,100775",1591.0,56144
2024-07-27,2427,"243098,454404,137507,967847",2461.0,10013
2024-09-30,2428,"672402,200254,565823,256345",3815.0,78369
2024-01-31,2429,50155,569.0,31331
2023-08-19,2430,1079759,409.0,36230
2023-12-15,2431,193353,430.0,84502
2024-06-05,2432,"294537,653894,791692,311678,488768",5752.0,29511
2024-06-12,2433,"121761,206835,904749,545235,675726",9941.99,46610
2025-03-29,2434,"162478,936692,790083,271020,137113",2246.0,86617
2024-11-01,2435,496316,1468.0,23730
2024-06-29,2436,"933184,646628,824738,936383",2616.0,4684
2023-08-26,2437,"479105,487469,260988,829398,479370",7560.0,73881
2025-05-05,2438,253636,942.0,52212
2024-03-31,2439,"89472,1038831,783693",1692.0,92374
2025-08-03,2440,698914,733.0,44553
2025-01-19,2441,"207125,1096661,498085,796859,67700",22677.74,97706
2023-08-26,2442,846504,2999.0,91142
2025-03-29,2443,"679594,137724,371437,642809,813342",4294.0,85811
2024-11-11,2444,506242,2999.0,79387
2025-07-25,2445,"1084740,920296,370710,1018863",3136.0,53457
2023-12-07,2446,"801572,322065",1578.0,49888
2024-01-13,2447,"307706,673806,751057",22462.0,46014
2024-07-26,2448,"752073,34152",29824.0,97090
2025-02-19,2449,"269725,335471",2278.0,34292
2023-10-06,2450,"128451,337116,657428,1090447,639952",7861.0,8671
2025-03-06,2451,"721285,555941,24488,988850,521507",12276.0,81244
2024-12-05,2452,"163592,91078,108845,365366,270076",15524.0,33572
2024-10-08,2453,"602608,122869,712718,536231",4824.0,47068
2023-11-29,2454,"433720,661538,381076",1897.0,90867
2025-07-17,2455,16441,249.0,32157
2024-06-21,2456,"166008,574065,259484",1307.0,72529
2023-08-23,2457,"429012,355586,895606,493930",41109.6,83882
